DataType,Ask,Bid,LastPrice,StockPrice,Strike,Volatility,Volume,time_to_maturity,ImpliedVolatility
put,4.7,4.55,4.63,75.5,80,0.20250412,68,0.084931507,0.160652925
put,7.3,6.95,7.65,75.5,82.5,0.20250412,1,0.084931507,0.243659907
put,9.9,9.4,9.67,75.24,85,0.230976301,1,0.093150685,0.324225508
put,0.03,0,0.01,75.24,45,0.213138016,1,0.109589041,0.601566484
put,0.02,0,0.02,75.5,55,0.222991355,10,0.104109589,0.398443516
put,0.03,0,0.02,75.5,60,0.222991355,5,0.104109589,0.312506875
put,0.08,0.05,0.06,75.5,65,0.222991355,15,0.104109589,0.252937158
put,0.3,0.25,0.24,75.5,70,0.222991355,34,0.104109589,0.201912278
put,0.57,0.48,0.53,75.5,72,0.222991355,179,0.104109589,0.187752263
put,0.64,0.56,0.64,75.5,72.5,0.222991355,13,0.104109589,0.180916394
put,0.77,0.67,0.7,75.5,73,0.222991355,9,0.104109589,0.179939841
put,0.91,0.8,0.88,75.5,73.5,0.222991355,15,0.104109589,0.177986736
put,1.03,0.93,0.99,75.5,74,0.222991355,196,0.104109589,0.171883281
put,1.21,1.12,1.2,75.5,74.5,0.222991355,2,0.104109589,0.169930176
put,1.39,1.31,1.36,75.5,75,0.222991355,20,0.104109589,0.166023965
put,1.63,1.53,1.55,75.5,75.5,0.222991355,4,0.104109589,0.165535688
put,1.86,1.75,1.78,75.5,76,0.222991355,45,0.104109589,0.161873616
put,2.38,2.24,3.26,75.24,76.5,0.213138016,2,0.112328767,0.18543295
put,2.69,2.54,2.82,75.24,77,0.213138016,21,0.109589041,0.18555502
put,2.78,2.65,2.45,75.5,77.5,0.222991355,4,0.104109589,0.158699819
put,3.4,3.2,3.31,75.24,78,0.213138016,10,0.112328767,0.189217092
put,3.75,3.6,4.87,75.24,78.5,0.213138016,2,0.112328767,0.187508125
put,3.9,3.75,4.12,75.5,79,0.222991355,29,0.104109589,0.155526023
put,4.3,4.15,5,75.5,79.5,0.222991355,13,0.104109589,0.152596365
put,5,4.85,5.21,75.24,80,0.213138016,11,0.112328767,0.196541238
put,5.55,5.15,5.64,75.24,80.5,0.213138016,21,0.112328767,0.216804707
put,6.15,4.9,2.82,75.24,81,0.213138016,1,0.109589041,0.244392322
put,7.65,7.05,7.5,75.24,82.5,0.213138016,20,0.112328767,0.281989602
put,0.07,0.03,0.1,75.5,60,0.180644705,2,0.161643836,0.286139951
put,0.25,0.16,0.2,75.5,65,0.180644705,388,0.161643836,0.257819922
put,0.67,0.6,0.63,75.5,70,0.180644705,455,0.161643836,0.214363325
put,1.18,1.13,1.18,75.5,72.5,0.180644705,305,0.161643836,0.199470896
put,2.14,2.04,2.11,75.5,75,0.180644705,499,0.161643836,0.195808823
put,3.6,3.4,3.47,75.5,77.5,0.180644705,26,0.161643836,0.199959172
put,5.45,5.25,6,75.5,80,0.180644705,22,0.161643836,0.207283318
put,4.35,4.05,4.35,79.42,82.5,0.128615173,2,0.189041096,1.00E-05
put,10.1,9.8,9.97,75.5,85,0.180644705,10,0.161643836,0.267097173
put,8.75,8.25,7.8,79.42,87.5,0.128615173,1,0.18630137,1.00E-05
put,15.7,14.5,11.04,79.52,90,0.124103141,95,0.178082192,0.433111138
put,0.02,0,0.03,79.62,35,0.119027926,10,0.282191781,0.554691953
put,0.02,0,0.03,79.62,37.5,0.119027926,1,0.282191781,0.507817422
put,0.03,0,0.01,75.24,40,0.157565394,2,0.246575342,0.523442266
put,0.02,0,0.06,79.62,42.5,0.119027926,12,0.282191781,0.453130469
put,0.02,0,0.05,79.62,45,0.119027926,5,0.282191781,0.414068359
put,0.02,0,0.02,79.62,47.5,0.119027926,12,0.282191781,0.37500625
put,0.07,0,0.05,75.24,50,0.157565394,6,0.246575342,0.393560752
put,0.07,0.04,0.11,75.5,55,0.160438062,10,0.238356164,0.312506875
put,0.09,0.06,0.09,75.5,57.5,0.160438062,2,0.238356164,0.285163398
put,0.13,0.12,0.15,75.5,60,0.160438062,1,0.238356164,0.262702686
put,0.22,0.18,0.21,75.5,62.5,0.160438062,82,0.238356164,0.248542671
put,0.33,0.31,0.34,75.5,65,0.160438062,16,0.238356164,0.228035063
put,0.56,0.5,0.64,75.5,67.5,0.160438062,54,0.238356164,0.215339878
put,0.93,0.85,0.9,75.5,70,0.160438062,231,0.238356164,0.202522623
put,1.54,1.43,1.48,75.5,72.5,0.160438062,169,0.238356164,0.192390889
put,2.46,2.39,2.3,75.5,75,0.160438062,88,0.238356164,0.183479845
put,3.85,3.75,3.65,75.5,77.5,0.160438062,16,0.238356164,0.182625361
put,5.9,5.65,6.13,75.24,80,0.157565394,20,0.246575342,0.207283318
put,8.05,7.7,8.2,75.24,82.5,0.157565394,5,0.246575342,0.22583782
put,10.45,9.7,11.7,75.24,85,0.157565394,4,0.246575342,0.257819922
put,11.45,10.6,12.13,79.62,90,0.119027926,5,0.282191781,1.00E-05
put,17.05,15.4,28.8,79.62,95,0.119027926,16,0.282191781,1.00E-05
put,22.25,20.55,22.12,79.62,100,0.119027926,5,0.282191781,1.00E-05
put,0.03,0,0.02,79.62,42.5,0.134045343,1,0.378082192,0.402349727
put,0.04,0,0.03,79.62,45,0.134045343,10,0.378082192,0.378912461
put,0.07,0.02,0.02,79.62,50,0.134045343,20,0.378082192,0.333014482
put,0.19,0.11,0.15,75.24,55,0.153396291,6,0.342465753,0.312506875
put,0.27,0.22,0.24,75.5,60,0.154426307,28,0.334246575,0.257331646
put,0.38,0.31,0.38,75.5,62.5,0.154426307,5,0.334246575,0.23926542
put,0.55,0.49,0.5,75.5,65,0.154426307,60,0.334246575,0.222419885
put,0.82,0.76,0.76,75.5,67.5,0.154426307,103,0.334246575,0.207893663
put,1.26,1.17,1.2,75.5,70,0.154426307,206,0.334246575,0.196541238
put,1.92,1.82,1.92,75.5,72.5,0.154426307,55,0.334246575,0.18677571
put,2.9,2.77,2.91,75.5,75,0.154426307,230,0.334246575,0.180550187
put,4.45,4.2,4.46,75.24,77.5,0.153396291,20,0.342465753,0.1895833
put,6.1,5.9,7,75.24,80,0.153396291,2,0.342465753,0.18824054
put,5.1,4.85,4.29,79.24,82.5,0.132881246,1,0.353424658,1.00E-05
put,6.5,6.35,12.55,79.62,85,0.134045343,2,0.378082192,1.00E-05
put,11.05,10.7,11.75,79.62,90,0.134045343,4,0.378082192,1.00E-05
put,0.2,0.11,0.19,75.24,47.5,0.153606898,12,0.495890411,0.361822788
put,0.29,0.15,0.18,75.24,50,0.153606898,2,0.493150685,0.351080708
put,0.32,0.26,0.28,75.5,55,0.151035354,35,0.487671233,0.28760478
put,0.6,0.52,0.57,75.24,60,0.153606898,72,0.495890411,0.259773027
put,0.97,0.92,0.95,75.5,65,0.151035354,51,0.487671233,0.221931609
put,1.37,1.3,1.31,75.5,67.5,0.151035354,60,0.487671233,0.211555736
put,1.9,1.84,2.16,75.5,70,0.151035354,27,0.487671233,0.200691587
put,2.84,2.68,2.75,75.24,72.5,0.153606898,282,0.495890411,0.201912278
put,3.75,3.6,3.61,75.5,75,0.151035354,23,0.487671233,0.19025468
put,5.05,4.9,5.07,75.5,77.5,0.151035354,11,0.487671233,0.186043296
put,6.85,6.6,6.8,75.24,80,0.153606898,125,0.495890411,0.194832271
put,8.7,8.45,9.37,75.24,82.5,0.153606898,17,0.495890411,0.196663307
put,7.15,7,6.85,79.62,85,0.137141916,30,0.531506849,1.00E-05
put,11.35,11.05,11.5,79.62,90,0.137141916,1,0.531506849,1.00E-05
put,18.2,15.7,17.1,79.62,95,0.137141916,1,0.531506849,1.00E-05
put,0.03,0,0.03,75.24,30,0.156217803,9,0.591780822,0.472661523
put,0.05,0.03,0.04,75.5,32.5,0.150621351,100,0.583561644,0.462895996
put,0.09,0.03,0.07,75.24,35,0.156217803,2,0.591780822,0.458989785
put,0.09,0.04,0.08,79.62,37.5,0.140325067,10,0.62739726,0.420904229
put,0.18,0.05,0.1,75.24,40,0.156217803,10,0.591780822,0.42871665
put,0.13,0.07,0.17,79.62,42.5,0.140325067,83,0.62739726,0.372076592
put,0.14,0.13,0.13,79.62,45,0.140325067,254,0.62739726,0.34278001
put,0.28,0.18,0.2,75.24,47.5,0.156217803,1,0.591780822,0.352057261
put,0.35,0.23,0.26,75.24,50,0.156217803,20,0.591780822,0.333502759
put,0.38,0.25,0.3,75.24,52.5,0.156217803,38,0.591780822,0.305671006
put,0.43,0.37,0.4,75.5,55,0.150621351,71,0.583561644,0.280768911
put,0.55,0.46,0.52,75.5,57.5,0.150621351,30,0.583561644,0.264655791
put,0.75,0.6,0.72,75.24,60,0.156217803,209,0.591780822,0.252937158
put,0.87,0.82,0.86,75.5,62.5,0.150621351,50,0.583561644,0.229744031
put,1.17,1.11,1.14,75.5,65,0.150621351,23,0.583561644,0.217537122
put,1.59,1.53,1.62,75.5,67.5,0.150621351,25,0.583561644,0.206672972
put,2.18,2.1,2.13,75.5,70,0.150621351,442,0.583561644,0.198006067
put,3,2.87,3,75.5,72.5,0.150621351,48,0.583561644,0.192085716
put,4.05,3.9,4.05,75.5,75,0.150621351,36,0.583561644,0.187141918
put,5.5,5.25,5.75,75.24,77.5,0.156217803,84,0.591780822,0.189827438
put,6.9,6.75,6.8,75.5,80,0.150621351,107,0.583561644,0.180489152
put,8.7,8.55,8.75,75.5,82.5,0.150621351,17,0.583561644,0.179817772
put,10.75,10.55,11.2,75.5,85,0.150621351,4,0.583561644,0.183723983
put,9.85,9.45,9.25,79.24,87.5,0.14377898,10,0.602739726,1.00E-05
put,16.8,14.45,11.05,79.9,90,0.14352358,5,0.597260274,0.294196511
put,16.75,15.65,31.8,79.62,95,0.140325067,0,0.62739726,1.00E-05
put,25.65,24.3,24.97,75.24,100,0.156217803,10,0.591780822,0.307379973
put,0.31,0.1,0.19,79.62,40,0.137211163,10,1.030136986,0.363287617
put,0.32,0.21,0.32,79.24,42.5,0.139795718,3,1.005479452,0.33472345
put,0.37,0.19,0.31,79.62,45,0.137211163,1,1.030136986,0.314704119
put,0.41,0.26,0.43,79.62,47.5,0.137211163,1,1.030136986,0.292731682
put,0.48,0.38,0.38,79.62,50,0.137211163,2,1.030136986,0.274909595
put,0.95,0.84,0.89,75.5,55,0.149277409,12,0.98630137,0.265632344
put,1.45,1.35,1.37,75.5,60,0.149277409,13,0.98630137,0.241340594
put,2.32,2.2,2.28,75.5,65,0.149277409,2,0.98630137,0.223701611
put,2.93,2.78,3.05,75.5,67.5,0.149277409,25,0.98630137,0.216316431
put,3.7,3.5,3.45,75.5,70,0.149277409,20,0.98630137,0.210457114
put,4.75,4.5,5.3,75.24,72.5,0.148559444,20,0.994520548,0.209419527
put,5.7,5.5,5.65,75.5,75,0.149277409,15,0.98630137,0.199654
put,7.3,6.8,5.3,79.62,77.5,0.137211163,14,1.030136986,0.206428834
put,6.05,5.7,5.75,79.62,80,0.137211163,41,1.030136986,0.108163215
put,9,8.55,9.65,79.62,85,0.137211163,12,1.030136986,1.00E-05
put,0.51,0.29,0.37,75.24,40,0.173186664,2,1.260273973,0.355719333
put,0.83,0.74,0.78,75.5,50,0.173474441,7,1.254794521,0.278571667
put,1.3,1.08,1.2,75.24,55,0.173186664,35,1.263013699,0.259162682
put,2.01,1.69,2.08,75.24,60,0.173186664,23,1.263013699,0.242073009
put,3.05,2.77,3.01,75.24,65,0.173186664,21,1.263013699,0.226997476
put,4.4,4.2,4.3,75.5,70,0.173474441,13,1.254794521,0.209602631
put,6.7,6.3,4.75,79.52,75,0.167060361,12,1.271232877,0.206978145
put,5.7,5.4,6.15,79.62,77.5,0.170188407,23,1.298630137,0.135628761
put,9.9,9,9.55,75.24,80,0.173186664,1,1.260273973,0.214485394
put,0.39,0.33,0.38,75.5,35,0.179707975,293,1.580821918,0.354742781
put,0.41,0.29,0.4,79.62,37.5,0.177675219,1,1.624657534,0.329596548
put,0.56,0.43,0.55,78.93,40,0.178671925,35,1.610958904,0.323248955
put,0.7,0.57,0.64,75.5,42.5,0.179707975,90,1.580821918,0.312262737
put,0.88,0.67,0.78,75.24,45,0.181775175,13,1.589041096,0.302741348
put,0.95,0.83,0.94,75.5,47.5,0.179707975,5,1.580821918,0.282477878
put,1.2,1.02,1.2,75.24,50,0.181775175,20,1.589041096,0.274909595
put,1.75,1.42,1.55,75.24,55,0.181775175,14,1.589041096,0.255012333
put,2.17,1.77,2.07,75.24,57.5,0.181775175,1,1.589041096,0.248786809
put,2.48,2.29,2.36,75.5,60,0.179707975,12,1.580821918,0.235298174
put,3.15,2.76,2.95,75.24,62.5,0.181775175,10,1.589041096,0.233467138
put,3.75,3.45,3.55,75.24,65,0.181775175,136,1.589041096,0.225776785
put,4.4,4.1,4.25,75.5,67.5,0.179707975,41,1.580821918,0.216987811
put,5.25,4.95,5.02,75.5,70,0.179707975,17,1.580821918,0.211372632
put,6.45,6,5.4,75.24,72.5,0.181775175,1,1.589041096,0.212349185
put,7.4,7.05,7.5,75.5,75,0.179707975,2,1.580821918,0.203132969
put,9.15,8.2,9.43,75.24,77.5,0.181775175,1,1.589041096,0.212044012
put,10.1,9.75,9.75,75.5,80,0.179707975,5,1.580821918,0.196480203
put,9.35,8.9,9.05,79.42,82.5,0.178579784,1,1.608219178,0.129220134
put,13.4,13,13.28,75.5,85,0.179707975,190,1.580821918,0.193123303
put,23.5,19.3,20.93,70.44,90,0.201282035,50,1.84109589,0.369421589
put,17.7,17.1,29.1,79.62,95,0.177675219,16,1.624657534,1.00E-05
put,22.65,21.65,22.5,79.24,100,0.17910547,1,1.6,1.00E-05
put,0.3,0.05,0.2,73.88,40,0.517045259,5,0.093150685,1.062504688
put,5,0,0.15,78.93,45,1.010569111,50,0.128767123,1.699708533
put,3.7,0.05,0.4,78.93,50,1.010569111,1,0.128767123,1.285159824
put,0.9,0.25,0.59,73.32,55,0.537570213,10,0.082191781,0.727541787
put,1.3,0.65,0.8,73.32,60,0.537570213,69,0.082191781,0.64917343
put,2,1.25,1.61,73.32,65,0.537570213,10,0.082191781,0.570316797
put,4.7,2.1,2.65,73,70,0.503312792,6,0.095890411,0.577396804
put,7,4.1,4.9,73.88,75,0.517045259,22,0.093150685,0.532719517
put,3.6,2.55,2.9,82.07,80,1.153254492,100,0.104109589,1.00E-05
put,3.9,0.6,1.7,73.88,45,0.696716892,1,0.342465753,0.835450864
put,3.4,1.5,2.3,73.88,50,0.696716892,11,0.342465753,0.721682471
put,2.7,1.8,2.25,78.93,55,0.714186076,10,0.378082192,0.573490593
put,4.7,3.8,3.28,78.93,65,0.714186076,1,0.378082192,0.514409153
put,5.3,3.6,4.8,82.16,70,0.642114977,3,0.35890411,0.412847668
put,11.6,9,9.9,73.88,75,0.696716892,4,0.342465753,0.551884364
put,10.6,9,9.96,73.1,70,0.656744584,2,0.583561644,0.523686404
put,15.8,13.6,13.3,73.88,80,0.65633626,1,0.591780822,0.523625369
put,0.15,0.05,0.2,18.94,18,0.206365829,7,0.115068493,0.225593682
put,0.45,0.35,0.4,18.95,19,0.182612545,3,0.082191781,0.192390889
put,1.05,0.95,1.1,19.08,20,0.182526016,7,0.093150685,0.062509375
put,2.25,2.1,1.88,19.4,21,0.206546609,20,0.123287671,0.373053145
put,0.1,0,0.3,19.28,15,0.182925676,14,0.205479452,0.412115254
put,0.15,0,0.29,19.28,16,0.182925676,10,0.205479452,0.359381406
put,0.2,0.1,0.2,19.28,17,0.182925676,2000,0.205479452,0.291022715
put,0.35,0.25,0.3,19.1,18,0.191773584,35,0.161643836,0.246101289
put,0.7,0.55,0.65,19.1,19,0.191773584,15,0.161643836,0.221687471
put,1.35,1.2,1.25,18.95,20,0.187498647,4,0.15890411,0.225593682
put,2.3,2.2,2.09,19.13,21,0.187232146,2,0.194520548,0.293952373
put,3,2.85,2.9,19.26,22,0.184387858,1,0.180821918,1.00E-05
put,4,3.8,3,19.28,23,0.182925676,40,0.205479452,1.00E-05
put,5,4.8,4.81,19.28,24,0.182925676,3,0.205479452,1.00E-05
put,6,5.8,5.7,19.28,25,0.182925676,20,0.205479452,1.00E-05
put,0.25,0.1,0.2,19.28,15,0.186167434,2,0.454794521,0.333991035
put,0.35,0.2,0.25,19.28,16,0.186167434,10,0.454794521,0.300788242
put,0.45,0.35,0.36,19.23,17,0.187140765,6,0.424657534,0.256843369
put,0.75,0.6,0.76,19.08,18,0.189106211,10,0.419178082,0.246589565
put,1.2,1.05,1.1,18.95,19,0.183010082,5,0.408219178,0.242439216
put,1.9,1.75,1.56,19.4,20,0.188480529,5,0.449315068,0.263190962
put,3.3,3.1,3,19.28,22,0.186167434,10,0.454794521,0.231941274
put,5.1,4.9,5.12,19.08,24,0.189106211,55,0.416438356,0.214851602
put,0.05,0,0.02,19.28,3,0.198562762,0,0.62739726,1.078129609
put,0.05,0,0.05,19.28,8,0.198562762,2,0.62739726,0.515629844
put,0.1,0,0.15,19.28,10,0.198562762,0,0.62739726,0.498051895
put,0.15,0,0.09,19.28,12,0.198562762,10,0.62739726,0.410162148
put,0.2,0.05,0.13,19.28,13,0.198562762,43,0.62739726,0.376959355
put,0.25,0.1,0.18,19.28,14,0.198562762,43,0.62739726,0.338873799
put,0.3,0.2,0.3,18.95,15,0.187481013,6,0.580821918,0.297370308
put,0.45,0.35,0.35,19.26,16,0.198330268,3,0.602739726,0.279304082
put,0.65,0.55,0.63,18.95,17,0.187481013,13,0.580821918,0.259284751
put,1,0.85,0.9,19.26,18,0.198330268,1,0.602739726,0.253425435
put,1.4,1.25,1.44,19.08,19,0.189222675,2,0.591780822,0.238288867
put,2,1.85,1.85,18.95,20,0.187481013,11,0.580821918,0.238777144
put,3.4,3.3,3.5,19.28,22,0.198562762,5,0.62739726,0.219734365
put,6.2,6,6.3,18.99,25,0.191407748,4,0.594520548,0.256843369
put,8,7.1,7.5,20.33,27,0.243190741,67,1.336986301,1.00E-05
put,12.6,11.5,14.2,19.1,30,0.238588597,0,1.830136986,0.62500375
put,15.4,14.6,15.2,20.36,35,0.232004301,17,1.197260274,1.00E-05
put,0.5,0.4,0.4,19.1,16,0.197012727,20,0.660273973,0.274421318
put,1.05,0.95,0.95,18.95,18,0.196070276,5,0.657534247,0.247077842
put,1.05,0.25,0.6,1.86,2.5,0.502372018,3,0.128767123,2.609378477
call,51.5,47.3,32.5,79.4,30,0.284653603,1,0.128767123,4.655277618
call,32.6,31.3,32.3,72.1,40,0.396489914,2,0.095890411,1.628419827
call,36.1,33.2,27.5,79.4,45,0.284653603,5,0.128767123,3.0048853
call,31.3,28.2,28.5,79.4,50,0.284653603,1,0.128767123,2.596683196
call,25.4,23.9,17.6,79.4,55,0.284653603,1,0.128767123,2.193852172
call,13,11.6,12.26,71.86,60,0.400072556,4,0.093150685,0.725588682
call,6.6,6.3,6.3,70.55,65,0.372802809,14,0.082191781,0.388189712
call,3.1,2.85,3.01,70.55,70,0.372802809,55,0.082191781,0.344733115
call,1.15,0.9,1.04,70.55,75,0.372802809,125,0.082191781,0.335455864
call,0.35,0.2,0.25,70.55,80,0.372802809,31,0.082191781,0.336920693
call,0.15,0,0.15,70.55,85,0.372802809,16,0.082191781,0.374029697
call,0.1,0,0.05,72.54,90,0.371038621,2,0.084931507,0.431646309
call,4.7,4.2,4.4,70.55,70,0.351225067,2,0.156164384,0.39246213
call,2.6,2.05,2.35,70.55,75,0.349037727,2,0.15890411,0.384039363
call,1.7,1.3,2,72.54,80,0.354231303,5,0.161643836,0.422613196
call,0.55,0.35,0.45,70.55,85,0.351225067,4,0.156164384,0.364752446
call,46,43.4,41.5,79.4,35,0.250407952,5,0.378082192,2.046635743
call,31.7,29.9,31.9,70.55,40,0.311514946,2,0.328767123,0.549809189
call,29.8,26.6,25.5,78.15,50,0.283395999,2,0.353424658,1.173466047
call,18.7,17.8,22.5,75.25,55,0.291474457,1,0.347945205,0.574955422
call,13.3,12.5,13.9,70.55,60,0.311514946,1,0.331506849,0.450811156
call,9.3,8.7,8.8,70.55,65,0.311514946,5,0.331506849,0.393072476
call,6.4,5.7,6.2,70.55,70,0.311514946,32,0.331506849,0.378302115
call,4.1,3.6,3.9,70.55,75,0.311514946,21,0.331506849,0.362188995
call,2.5,2,2.1,70.55,80,0.311514946,3,0.331506849,0.352057261
call,1.5,1.15,1.38,70.55,85,0.311514946,7,0.331506849,0.349127603
call,1.3,0.75,1.25,72.1,90,0.302758399,20,0.345205479,0.392095923
call,0.75,0.4,1.15,75.25,95,0.291474457,1,0.347945205,0.383306948
call,42.6,39.8,41.35,80.69,40,0.282262909,12,0.608219178,1.457278104
call,37.2,33.3,32.68,79.4,45,0.264685722,1,0.62739726,1.190067526
call,23.5,21,22.4,70.55,50,0.286693105,2,0.580821918,0.556889197
call,14.6,13.8,15.3,70.55,60,0.287086553,1,0.578082192,0.418706985
call,17.3,16.3,14.25,78.15,65,0.278007038,1,0.602739726,0.678225874
call,8.3,7.3,8.9,70.55,70,0.286693105,8,0.580821918,0.375738665
call,6.9,6,7.3,72.1,75,0.284591445,1,0.594520548,0.405157316
call,5,4.3,4.7,72.54,80,0.283965625,24,0.583561644,0.391729716
call,2.9,2.3,2.62,70.55,85,0.286693105,1,0.580821918,0.346686221
call,2.5,1.85,3.99,78.26,90,0.271967433,1,0.6,0.375250388
call,2.55,2.05,2.4,80.69,100,0.282262909,4,0.608219178,0.465215309
call,1.85,1,1.9,80.69,105,0.282262909,1,0.608219178,0.454107021
call,7.4,5.2,5.67,65.25,60,0.55127129,75,0.104109589,0.542729182
call,4.6,3.2,2,66.5,65,0.547147057,3,0.098630137,0.56323679
call,1.45,0.65,1.6,65.25,70,0.55127129,25,0.104109589,0.401617312
call,9,6.5,10.28,61.76,55,0.438532287,1,0.205479452,1.00E-05
call,8.7,6.7,7.6,66.59,60,0.451476256,2,0.189041096,0.539311248
call,5.2,3.6,4.88,66.59,65,0.451476256,16,0.189041096,0.465825654
call,2.85,1.75,2.1,64.89,70,0.44521041,19,0.191780822,0.433843552
call,0.7,0.35,1,61.76,75,0.438532287,32,0.205479452,0.319831021
call,11.9,8.2,8,61.76,55,0.37904248,1,0.454794521,0.313971704
call,7,5.8,4.5,61.76,60,0.37904248,61,0.454794521,0.216560569
call,6.9,5.6,6.3,65.64,65,0.391580259,2,0.405479452,0.394537305
call,4.5,3.7,4.1,65.64,70,0.390077511,2,0.408219178,0.372686937
call,6.6,5.7,5.7,100.16,95,0.223123107,2,0.128767123,1.00E-05
call,5.5,4.6,3.15,102.33,100,0.151759214,1,0.098630137,0.219001951
call,2,1.55,1.61,104.48,105,0.159491622,1,0.093150685,0.179085358
call,14.2,13,12.25,100.16,87.5,0.180884309,1,0.282191781,1.00E-05
call,11.7,11,10.7,100.16,90,0.180884309,1,0.282191781,1.00E-05
call,9.6,8.7,12.4,100.16,92.5,0.180884309,1,0.282191781,1.00E-05
call,7.7,6.6,5.87,100.16,95,0.180884309,1,0.282191781,1.00E-05
call,6.1,5.3,9.54,100.16,97.5,0.180884309,5,0.282191781,1.00E-05
call,6.9,6.3,4.9,102.33,100,0.191854689,22,0.252054795,0.213203669
call,3.8,3.2,3.1,103.52,105,0.194097453,119,0.249315068,0.196541238
call,0.95,0.65,2.2,100.16,110,0.180884309,2,0.282191781,0.138070143
call,0.4,0.15,0.8,100.16,115,0.180884309,3,0.282191781,0.152840503
call,12.7,10.3,14.9,100.16,90,0.193087147,1,0.531506849,1.00E-05
call,10.9,10.1,9.45,100.16,92.5,0.193087147,1,0.531506849,1.00E-05
call,3.7,2.95,4.5,100.16,105,0.193087147,35,0.531506849,0.134713243
call,3.5,2.75,3.11,104.48,110,0.190424966,11,0.493150685,0.194832271
call,1.1,0.8,0.96,100.16,115,0.193087147,1,0.531506849,0.148201877
call,1,0.55,0.75,104.48,120,0.190424966,12,0.493150685,0.181160532
call,2.15,1.65,1.9,16.4,15,0.545169281,1,0.090410959,0.611332012
call,1.45,1.2,1.3,16.65,16,0.578424251,30,0.084931507,0.500981553
call,0.9,0.65,0.8,16.65,17,0.578424251,2,0.084931507,0.537114004
call,0.55,0.35,0.55,16.65,18,0.578424251,75,0.084931507,0.536137451
call,0.3,0.15,0.2,16.65,19,0.578424251,11,0.084931507,0.522465713
call,0.2,0.05,0.14,16.65,20,0.578424251,3,0.084931507,0.556645059
call,0.25,0.15,0.12,16.75,21,0.630263571,4,0.120547945,0.650394121
call,0.1,0,0.05,16.1,22,0.547892754,10,0.095890411,0.539067109
call,0.15,0.05,0.25,17.8,23,0.611087055,3,0.128767123,0.695315547
call,2,1.65,1.45,17.45,17,0.559076264,20,0.18630137,0.735842485
call,1.05,0.75,0.95,16.65,18,0.612492997,5,0.161643836,0.528325029
call,0.7,0.5,0.6,16.65,19,0.612492997,4,0.161643836,0.518559502
call,0.45,0.3,0.4,16.65,20,0.612492997,2,0.161643836,0.503911211
call,0.55,0.35,0.45,17.45,21,0.559076264,6,0.189041096,0.620120986
call,0.25,0.1,0.15,16.65,22,0.612492997,8,0.161643836,0.519536055
call,0.3,0.15,0.22,17.5,23,0.568201647,14,0.180821918,0.617191328
call,0.2,0.1,0.16,17.05,24,0.534560687,15,0.2,0.609378906
call,0.2,0.05,2.19,17.8,25,0.529101421,2,0.205479452,0.632816172
call,0.15,0.05,0.2,17.8,26,0.529101421,16,0.205479452,0.648441016
call,0.15,0,0.35,17.8,27,0.529101421,2,0.205479452,0.652347227
call,0.1,0,0.2,17.8,28,0.529101421,20,0.205479452,0.648441016
call,0.1,0,1.91,17.8,29,0.529101421,1,0.205479452,0.679690703
call,0.1,0,0.05,16.25,30,0.536901075,30,0.194520548,0.714846602
call,0.1,0,0.1,17.8,31,0.529101421,2,0.205479452,0.746096289
call,0.4,0,1.25,17.8,32,0.529101421,10,0.205479452,0.992187578
call,0.1,0,2.25,17.8,33,0.529101421,12,0.205479452,0.804689453
call,0.05,0,0.55,17.8,35,0.529101421,4,0.205479452,0.781252188
call,0.05,0,0.3,17.8,36,0.529101421,40,0.205479452,0.812501875
call,0.2,0,0.5,17.8,38,0.529101421,1,0.205479452,1.04102042
call,0.05,0,4.6,17.8,40,0.529101421,2,0.205479452,0.898438516
call,0.1,0,2.65,17.8,46,0.529101421,10,0.205479452,1.109379453
call,0.35,0,2.35,17.8,47,0.529101421,10,0.205479452,1.363284434
call,0.4,0,2.3,17.8,48,0.529101421,10,0.205479452,1.41406543
call,0.4,0,1.95,17.8,49,0.529101421,10,0.205479452,1.435549697
call,0.1,0,1.9,17.8,50,0.529101421,3,0.205479452,1.179691602
call,2.9,2.55,3.5,16.4,15,0.494589415,10,0.339726027,0.539067109
call,2.55,2.1,2.6,16.65,16,0.496108369,3,0.334246575,0.526371924
call,2.65,2.25,2.5,17.5,17,0.479578599,4,0.353424658,0.677249321
call,2.05,1.75,1.8,17.45,18,0.492912499,8,0.35890411,0.631351343
call,1.05,0.75,0.9,16.65,20,0.496108369,4,0.334246575,0.516606396
call,1.05,0.8,0.75,16.8,21,0.48544839,7,0.364383562,0.584965088
call,0.7,0.4,0.57,16.65,22,0.496108369,5,0.334246575,0.519047778
call,0.55,0.3,0.5,17.8,25,0.484981968,21,0.378082192,0.601566484
call,0.45,0.2,0.4,17.8,26,0.484981968,51,0.378082192,0.591800957
call,0.4,0.15,0.3,17.8,27,0.484981968,65,0.378082192,0.599613379
call,0.15,0,0.1,17.8,35,0.484981968,1,0.378082192,0.640628594
call,4.5,4.1,5.37,17.35,13,0.477596049,12,0.424657534,0.519536055
call,3.8,3.4,4.9,17.35,14,0.477596049,10,0.424657534,0.512700186
call,3.5,2.95,3.2,17.05,16,0.810696206,1,0.449315068,0.695315547
call,1.95,1.5,1.6,16.65,18,0.485274497,118,0.410958904,0.528813306
call,1.35,0.9,1,16.65,20,0.485274497,1,0.410958904,0.523442266
